ticker,name,sector,industry,description,source
ORCHASP,Orchasp Ltd,Technology,Software - Application,"Started in 1994, Orchasp Ltd. (formerly known as Cybermate Infotek Ltd.) is in the business of providing technological solutions to their clients and consumers. The company also has expertise in the field of Platform related services",screener
ORCHPHARMA,Orchid Pharma Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,Orchid Pharma is a pharmaceutical company engaged in the development and manufacture of active pharmaceutical ingredients (APIs) and finished dosage forms. It is also engaged in research of new drugs.,screener
ORICONENT,Oricon Enterprises Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 1968, Oricon Enterprises Ltd manufactures petrochemical products, trading, liquid colorants and real estate, preform, metal and plastic closures",screener
ORIENTALTL,Oriental Trimex Ltd,Industrials,Building Products & Equipment,"Incorporated in 1996, Oriental Trimex Ltd is in the business of supplying premium imported marbles.",screener
ORIENTBELL,Orient Bell Ltd,Industrials,Building Products & Equipment,"Incorporated in 1977, Orient Bell Ltd is in the business of manufacturing, trading and selling of ceramic and floor tile",screener
ORIENTCEM,Orient Cement Ltd,Basic Materials,Building Materials,"Orient Cement Ltd is primarily engaged in the manufacture and sale of Cement and its manufacturing facilities at present are located at Devapur in Telangana, Chittapur in Karnataka and Jalgaon in Maharashtra.",screener
ORIENTCER,Orient Ceratech Ltd,Basic Materials,Specialty Chemicals,"Incorporated in 1974, Orient Ceratech Ltd is in the business of production and trading of aluminum refractories and monolithics products, mining of bauxite ores and generation of power",screener
ORIENTELEC,Orient Electric Ltd,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Orient Electric is one of the leading consumer electrical brands in India with a diverse portfolio of fans, lighting, home appliances and switch-gears. The company takes pride in its R&D capabilities, spirit of continuous innovation and commitment to manufacturing cutting-edge lifestyle electrical products that meet the needs and expectations of modern consumers.",screener
ORIENTHOT,Oriental Hotels Ltd,Consumer Cyclical,Lodging,"Oriental Hotels Limited is an associate company of The Indian Hotels Company Limited (IHCL). The company has seven hotels – Taj Coromandel, Chennai; Taj Fisherman’s Cove Resort & Spa, Chennai; Taj Malabar Resort & Spa, Cochin; Vivanta Coimbatore; Vivanta Mangalore; The Gateway Hotel Pasumalai, Madurai; and Gateway Coonoor – an IHCL SeleQtions hotel.",screener
ORIENTLTD,Orient Press Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 1987, Orient Press Ltd is in the business of manufacturing of printing and packaging material, and candles.",screener
ORIENTPPR,Orient Paper & Industries Ltd,Basic Materials,Paper & Paper Products,"Incorporated in 1936, Orient Paper Ltd is a manufacturer of Paper and Chemicals",screener
ORIENTTECH,Orient Technologies Ltd,Technology,Information Technology Services,"Incorporated in July 1997, Orient Technologies Limited is a rapidly expanding IT solutions provider based in Mumbai, Maharashtra, with deep expertise in creating specialized products and solutions within its business verticals.",screener
ORISSAMINE,Orissa Minerals Development Company Ltd,Basic Materials,Steel,Orissa Minerals Development Company Limited was incorporated in 1918. It operates various Iron Ore and Manganese Ore in various districts through leases.,screener
ORKLAINDIA,Orkla India Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 1996, Orkla India Limited is an Indian food company, offering a diverse range of food products, from breakfast to lunch and dinner, snacks, beverages, and desserts.It has iconic heritage Indian brands – MTR, Eastern and Rasoi Magic.",screener
ORTEL,Ortel Communications Ltd,Communication Services,Entertainment,"Incorporated in 1995, Ortel Communications Ltd provides cable television services and high speed broadband services",screener
ORTINGLOBE,Ortin Global Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1986, Ortin Laboratories Ltd manufactures pharmaceutical formulations.",screener
OSIAHYPER,Osia Hyper Retail Ltd,Consumer Cyclical,Department Stores,"Incorporated in 2014, Osia Hypermart Ltd is engaged in the Retail business",screener
OSWALAGRO,Oswal Agro Mills Ltd,Real Estate,Real Estate - Development,"Incorporation in 1979, Oswal Agro Mills Ltd deals in trading /development of real estate and trading of goods, etc.",screener
OSWALGREEN,Oswal Green Tech Ltd,Financial Services,Asset Management,"Incorporated in 1981, Oswal Greentech Ltd is in the business of real estate activities and investment of surplus funds including inter corporate deposits",screener
OSWALPUMPS,Oswal Pumps Ltd,Industrials,Electrical Equipment & Parts,"Incorporated in 2003, Oswal Pumps Limited is a leading manufacturer and distributor of a wide range of pumps.",screener
OSWALSEEDS,Shreeoswal Seeds & Chemicals Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 2017, ShreeOswal Seeds and Chemicals Ltd is in the grain seed selling business",screener
PACEDIGITK,Pace Digitek Ltd,Technology,Communication Equipment,"Incorporated in 2007, Pace Digitek provides solutions for telecom infra and solar industries. It is involved in the manufacturing, installation and commissioning of DC Power systems, lithium batteries, monitoring systems and inverter.",screener
PAGEIND,Page Industries Ltd,Consumer Cyclical,Apparel Manufacturing,"Incorporated in 1995, Page Industries Limited is the exclusive licensee of JOCKEY International Inc. for manufacturing, distribution, and marketing of the JOCKEY® brand in India, Sri Lanka, Bangladesh, Nepal, and the UAE. Page Industries is also the exclusive licensee of Speedo International Ltd. for the manufacturing, marketing, and distribution of the Speedo brand in India.",screener
PAISALO,Paisalo Digital Ltd,Financial Services,Credit Services,Paisalo Digital Ltd was incorporated in 1992. It is a Non-Deposit Taking Non-Banking Financial Company registered office of the company is in Delhi and the head office is in Agra.,screener
PAKKA,Pakka Ltd,Basic Materials,Paper & Paper Products,"Incorporated in 1981, Yash Pakka Limited, is engaged in the business of specialty packaging products manufacturing and trading in specialty papers and Moulded (Tableware) products.",screener
PALASHSECU,Palash Securities Ltd,Consumer Defensive,Packaged Foods,"Incorporated in 2015, Palash Securities Ltd is engaged in investing and dealing and in food processing business",screener
PALREDTEC,Palred Technologies Ltd,Technology,Consumer Electronics,"Incorporated in 1999, Palred Technologies Ltd is engaged in the business of E-commerce",screener
PANACEABIO,Panacea Biotec Ltd,Healthcare,Biotechnology,"Incorporated in 1984, Panacea Biotec Ltd is a research-based biotechnology company",screener
PANACHE,Panache Digilife Ltd,Technology,Communication Equipment,"Incorporated in 2007, Panache Digilife Ltd deals in IT & IT Peripherals",screener
PANAMAPET,Panama Petrochem Ltd,Energy,Oil & Gas Refining & Marketing,Panama Petrochem Ltd. was incorporated in 1982 by Amirali E Rayani and is engaged in the conversion and manufacturing of crude oil derivatives to 80+ specialty products across segments.,screener
PANSARI,Pansari Developers Ltd,Real Estate,Real Estate - Development,"Incorporated in 1996, Pansari Developers Ltd is in the business of construction and real estate development of residential and commercial projects",screener
PAR,Par Drugs & Chemicals Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1982, Par Drugs & Chemicals Ltd manufactures APIs and Fine Chemicals",screener
PARACABLES,Paramount Communications Ltd,Technology,Communication Equipment,"Paramount Communications Ltd is engaged in manufacturing of Wires and Cables comprising of power cables, telecom cables, railway cables and specialised cables.",screener
PARADEEP,Paradeep Phosphates Ltd,Basic Materials,Agricultural Inputs,"Incorporated in 1981, Paradeep Phosphates Limited is a manufacturer of non-urea fertilizers and India’s second largest private sector phosphatic company. The company is engaged in manufacturing, trading, distribution, and sales of a variety of complex fertilizers such as DAP, three grades of Nitrogen-Phosphorus-Potassium (namely NPK-10, NPK-12, and NP-20), Zypmite, Phospho-gypsum, and Hydroflorosilicic Acid.",screener
PARAGMILK,Parag Milk Foods Ltd,Consumer Defensive,Packaged Foods,"Parag Milk Foods Ltd, founded in 1992 by Mr. Devendra Shah is involved in the development and promotion of 100% fresh cow’s milk and milk products under international brand names with a diverse portfolio in over 10 product categories.",screener
PARAS,Paras Defence and Space Technologies Ltd,Industrials,Aerospace & Defense,"Paras Defence and Space Technologies (PDST) is an Private sector company primarily engaged in the designing, developing, manufacturing, and testing of a variety of defence and space engineering products and solutions. The company caters to four major segments - Defence & Space Optics, Defence Electronics, Heavy Engineering and Electromagnetic Pulse Protection Solutions.",screener
PARASPETRO,Paras Petrofils Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1991, Paras Petrofils Ltd was in manufacturing of Nylon and Polyester Yarn, Trading of Fabric and Commission Activity",screener
PARKHOSPS,Park Medi World Ltd,Healthcare,Medical Care Facilities,"Park Medi World engaged in the business of, inter alia, establishing, maintaining and running hospitals, nursing homes, clinics, dispensaries, maternity homes, child welfare, family planning etc.(Source : 202503 Annual Report Page No:320)",screener
PARKHOTELS,Apeejay Surrendra Park Hotels Ltd,Consumer Cyclical,Lodging,"Incorporated in 1987, Apeejay Surrendra Park Hotels Ltd is in the business of providing Hospitality and Yacht on hire",screener
PARSVNATH,Parsvnath Developers Ltd,Real Estate,Real Estate - Development,"Incorporated in 1990, Parsvnath Developers Ltd is in the business of promotion, construction and development of real estate",screener
PASHUPATI,Pashupati Cotspin Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 2017, Pashupati Cotspin Ltd Cotton does ginning, manufacture and processing of yarn",screener
